,month,year,polygon_id,pai
239,10,2020,2,2.8722192903456465
240,10,2020,4,3.547566140588083
241,10,2020,5,2.9979647472108883
242,10,2020,6,0.6795538144395692
243,10,2020,7,0.40120299784662566
244,10,2020,8,0.8090599463375797
245,10,2021,2,3.466113374374406
246,10,2021,3,2.709852525143187
247,10,2021,4,3.4849075948452883
248,10,2021,5,3.0804644651334145
249,10,2021,6,0.9497279452532571
250,10,2021,7,0.3066783798096588
251,10,2021,8,0.7768694772631607
252,11,2019,1,3.7002674235060105
253,11,2019,2,3.625855996817742
254,11,2019,3,3.8946946486473446
255,11,2019,4,3.778644213022011
256,11,2019,5,2.3790683780615383
257,11,2019,6,0.7141898858111235
258,11,2019,7,0.4073730329970327
259,11,2019,8,0.7981003724626068
260,11,2020,1,3.590391941394843
261,11,2020,2,2.875111072449518
262,11,2020,3,2.2974296863257146
263,11,2020,4,3.484533420456555
264,11,2020,5,2.808990647701699
265,11,2020,6,1.0887761741176365
266,11,2020,7,0.6848015412102387
267,11,2020,8,1.3093243369165022
268,11,2021,1,3.6436937133636196
269,11,2021,2,2.9681602237056426
270,11,2021,3,3.460273239653532
271,11,2021,4,3.302722428125111
272,11,2021,5,2.836666700838083
273,11,2021,6,0.9785931342670116
274,11,2021,7,0.527084276834481
275,11,2021,8,0.48838453650557034
276,12,2019,1,3.9451326175380212
277,12,2019,2,2.8399573466235104
278,12,2019,3,2.93282792266818
279,12,2019,4,3.1864031361898513
280,12,2019,5,2.914219962995458
281,12,2019,6,0.846347232270104
282,12,2019,7,0.5978797032946718
283,12,2019,8,0.8352515162874541
284,12,2020,1,3.3938926407312513
285,12,2020,2,3.200854691578164
286,12,2020,3,3.077278362678886
287,12,2020,4,3.5762990349581556
288,12,2020,5,2.5324126611478346
289,12,2020,6,1.0606362683345834
290,12,2020,7,0.679769557220596
291,12,2020,8,1.4002139174335686
292,12,2021,1,3.578365830421798
293,12,2021,2,2.9481640510928826
294,12,2021,4,3.087010388249607
295,12,2021,5,2.885735784603873
296,12,2021,6,0.8064217504489347
297,12,2021,7,0.5857663931749304
298,12,2021,8,1.0469718508432544
