,month,polygon_id,year,temperature,radiation,fpar,datetime
996,10,5,2020,29.926503539680088,18173023.036978334,89.62220447284345,2020-10-01
997,10,5,2021,29.230532434168303,17824726.547018003,88.9306358381503,2021-10-01
998,10,5,2022,29.951111111111143,6984067.5172526045,89.66666666666667,2022-10-01
999,10,6,2010,38.47505093646333,17255300.437097292,44.98152920962199,2010-10-01
1000,10,6,2011,35.75181797099363,16386468.173581213,50.24892758011607,2011-10-01
1001,10,6,2012,39.36642917961379,20281888.899046265,45.556060606060605,2012-10-01
1002,10,6,2013,39.046032105712584,18109379.616511367,48.379584209296894,2013-10-01
1003,10,6,2014,39.58148552736134,19475467.659980908,45.55056802438349,2014-10-01
1004,10,6,2015,41.129250575863665,20397775.104327988,46.286996066863324,2015-10-01
1005,10,6,2016,38.94477285702859,19046396.567688536,52.7960723335637,2016-10-01
1006,10,6,2017,43.12764254954321,20536534.84409627,39.166056166056165,2017-10-01
1007,10,6,2018,37.89955584506342,18102700.320484474,51.04150943396226,2018-10-01
1008,10,6,2019,39.7755384540941,19057723.99750375,47.01399491094148,2019-10-01
1009,10,6,2020,41.550168358550074,19339328.014122598,44.17372881355932,2020-10-01
1010,10,6,2021,36.47697863229977,18386128.294095613,55.948562986838574,2021-10-01
1011,10,6,2022,36.959501951600345,8054866.55550397,49.6,2022-10-01
1012,10,7,2010,41.59621610806776,19394338.026196413,32.29258630447085,2010-10-01
1013,10,7,2011,39.11273696258586,18331071.02499573,41.48736338797814,2011-10-01
1014,10,7,2012,42.7206159505856,22191079.258085623,30.020939548434086,2012-10-01
1015,10,7,2013,41.950980283370924,19989313.349891294,31.54659731252709,2013-10-01
1016,10,7,2014,41.89475898093525,20698990.847645875,31.010845506861443,2014-10-01
1017,10,7,2015,44.437055204249155,22114756.91440287,31.45972316768777,2015-10-01
1018,10,7,2016,40.98266882026598,20473960.991054814,43.71542610571736,2016-10-01
1019,10,7,2017,43.79329412328202,22345334.402674705,30.181643132220795,2017-10-01
1020,10,7,2018,42.27773990759089,19843769.859336827,37.948859934853424,2018-10-01
1021,10,7,2019,42.6517260412733,20567012.310509976,34.11454940282302,2019-10-01
1022,10,7,2020,43.041421415772,20885223.629810855,37.57258771929825,2020-10-01
1023,10,7,2021,42.7357810870733,19936586.877877444,34.61534064929126,2021-10-01
1024,10,7,2022,39.9874154339422,8832693.604596633,32.52139037433155,2022-10-01
1025,10,8,2010,34.95820570982769,15551872.98805317,50.15151515151515,2010-10-01
1026,10,8,2011,31.907905660377388,13893947.00740187,48.580862533692724,2011-10-01
1027,10,8,2012,36.79931538998436,19471255.479884084,42.77717522294529,2012-10-01
1028,10,8,2013,33.76602170362733,14748591.950882785,48.63537906137184,2013-10-01
1029,10,8,2014,36.400953986370055,16973475.400881484,41.944150943396224,2014-10-01
1030,10,8,2015,37.30783978813689,19576602.970705856,42.54009324009324,2015-10-01
1031,10,8,2016,34.232740199895034,16807561.447169706,55.03665480427046,2016-10-01
1032,10,8,2017,35.69467287894127,19071263.664025765,42.82628004179728,2017-10-01
1033,10,8,2018,36.23709943198915,16194853.37664957,41.01124589335355,2018-10-01
1034,10,8,2019,34.802393966006704,18630860.918603297,47.05824639841033,2019-10-01
1035,10,8,2020,35.87872698644199,15797851.969038269,40.973262032085564,2020-10-01
1036,10,8,2021,36.268898536200226,15391907.488600127,41.25063775510204,2021-10-01
1037,10,8,2022,34.47901897081416,7509717.573166583,43.61693548387097,2022-10-01
1038,11,1,2010,30.71014298480789,15102211.549597856,87.70837056896039,2010-11-01
1039,11,1,2011,29.428148379052402,14856287.229426434,87.73150457190359,2011-11-01
1040,11,1,2012,30.320773026315816,15171658.111842105,85.24835526315789,2012-11-01
1041,11,1,2013,29.487400673400703,15191094.08888889,87.8074074074074,2013-11-01
1042,11,1,2014,28.956948924731215,13746716.733870968,87.00201612903226,2014-11-01
1043,11,1,2015,29.316650147492656,15032053.961061947,87.9716814159292,2015-11-01
1044,11,1,2016,30.587315663372298,15283974.03773585,88.60332434860737,2016-11-01
1045,11,1,2017,29.368219497956826,13460103.267950963,88.39462930531232,2017-11-01
1046,11,1,2018,29.341493445692915,13210351.744382022,87.9627808988764,2018-11-01
1047,11,1,2019,29.769503875969022,14326494.846511628,88.47790697674418,2019-11-01
1048,11,1,2020,29.474503995875256,14500588.846094355,89.04988399071925,2020-11-01
1049,11,1,2021,29.483149798823924,15566823.03064067,88.20891364902506,2021-11-01
1050,11,2,2010,30.67810803212854,14367450.691566264,88.00953815261045,2010-11-01
1051,11,2,2011,29.273860869565244,14381188.35478261,85.76840579710145,2011-11-01
1052,11,2,2012,31.00142929292932,15387031.8,86.53030303030303,2012-11-01
1053,11,2,2013,29.349234468937905,13851828.847695392,86.2385604542418,2013-11-01
1054,11,2,2014,29.93293438320213,13974228.24566929,88.5220472440945,2014-11-01
1055,11,2,2015,30.859923534409546,15093754.412914189,88.77046162560181,2015-11-01
1056,11,2,2016,29.854120923913076,14576884.019021738,87.64809782608695,2016-11-01
1057,11,2,2017,30.281909203980128,15610587.679104477,85.87810945273631,2017-11-01
1058,11,2,2018,30.57380239520961,14109998.92215569,87.79640718562874,2018-11-01
1059,11,2,2019,29.7499517102616,14757275.271629779,87.65358819584172,2019-11-01
1060,11,2,2020,30.297743718592994,14954686.263316583,85.37353433835847,2020-11-01
1061,11,2,2021,29.326783783783814,14951720.302702703,86.90585585585586,2021-11-01
1062,11,3,2010,28.51544871794875,15280625.48076923,87.93589743589745,2010-11-01
1063,11,3,2011,29.167598220397018,14546932.673511293,88.77224503764545,2011-11-01
1064,11,3,2012,30.794777153558083,16077472.269662922,87.37640449438203,2012-11-01
1065,11,3,2013,29.637777777777806,13397196.704545455,88.23674242424242,2013-11-01
1066,11,3,2014,30.754356183947476,14174951.396743787,88.8702513567552,2014-11-01
1067,11,3,2015,30.80182881446042,15911544.229665073,89.19351408825094,2015-11-01
1068,11,3,2016,29.971666666666696,15966770.133333333,87.66666666666667,2016-11-01
1069,11,3,2017,30.921936430317874,14886949.261613691,88.81295843520782,2017-11-01
1070,11,3,2018,30.19880199004978,14464827.653731342,87.92985074626866,2018-11-01
1071,11,3,2019,28.500861423221007,14417572.505617978,87.92275280898876,2019-11-01
1072,11,3,2020,30.843771406727857,14094513.33027523,87.8019877675841,2020-11-01
1073,11,3,2021,28.468184079602022,14534706.95522388,86.7021144278607,2021-11-01
1074,11,4,2010,28.435207212165718,16343634.905821918,87.77632705479452,2010-11-01
1075,11,4,2011,29.41177332976305,17092086.802249297,88.80334270540456,2011-11-01
1076,11,4,2012,29.7699033137965,18218570.463878326,89.71444866920152,2012-11-01
1077,11,4,2013,28.681200729927035,15772958.421532847,88.30048661800487,2013-11-01
1078,11,4,2014,29.81275250159679,17842193.71535022,88.8208519622454,2014-11-01
1079,11,4,2015,30.00109540472401,19374690.681081083,89.48088803088802,2015-11-01
1080,11,4,2016,29.036095509499166,17709836.926424872,89.60155440414508,2016-11-01
